각첨	ㄱㅏㄱㅊㅓㅁ	=발끝 .
각축	ㄱㅏㄱㅊㅜㄱ	
각출	ㄱㅏㄱㅊㅜㄹ	
각취	ㄱㅏㄱㅊㅜㅣ	각질로 된 동물의 부리.
각층	ㄱㅏㄱㅊㅡㅇ	=각질층.
각칙	ㄱㅏㄱㅊㅣㄱ	법률·명령·규칙·조약 따위에서, 특정한 경우에만 적용하는 규정이나 법규.
각침	ㄱㅏㄱㅊㅣㅁ	
각탄	ㄱㅏㄱㅌㅏㄴ	
각태	ㄱㅏㄱㅌㅏㅣ	뿔 속에 있는 살.
각통	ㄱㅏㄱㅌㅗㅇ	'각기둥'의 옛 용어.
각퇴	ㄱㅏㄱㅌㅗㅣ	편종, 편경 따위의 타악기를 치는 데 쓰는, 쇠뿔로 만든 방망이. ≒각추(角槌).
각패	ㄱㅏㄱㅍㅏㅣ	조선 시대에, 정삼품 이하의 문무관이 차던 호패. 물소 뿔로 만든 것으로, 평상시에는 검은색을, 국상 때에는 흰색을 썼다.
각필	ㄱㅏㄱㅍㅣㄹ	1. 쓰던 글을 중간에 그만두고 붓을 내려놓음. 2. 편지 따위에서, 글을 다 쓰고 붓을 내려놓음.
각한	ㄱㅏㄱㅎㅏㄴ	'각간(角干)'의 잘못.
각항	ㄱㅏㄱㅎㅏㅇ	
각향	ㄱㅏㄱㅎㅑㅇ	은이나 옥 따위로 네모지게 만든 집에 넣은 향.
각혈	ㄱㅏㄱㅎㅕㄹ	
각형	ㄱㅏㄱㅎㅕㅇ	=사각형.
각혼	ㄱㅏㄱㅎㅗㄴ	사람이나 동물이 감각하는 힘.
각화	ㄱㅏㄱㅎㅗㅏ	잎, 줄기, 열매 따위의 표피가 굳어지는 일.
각희	ㄱㅏㄱㅎㅡㅣ	1. =각저(角□) . 2. =씨름 .
간감	ㄱㅏㄴㄱㅏㅁ	감병의 하나. 눈이 따끔거리고 아파서 자주 비비게 되고 얼굴색은 푸르스름하며, 몸이 여위고 헛배가 부르며 설사를 자주 한다.
간걸	ㄱㅏㄴㄱㅓㄹ	바람이나 용서 따위를 간절히 빎.
간검	ㄱㅏㄴㄱㅓㅁ	두루 살피어 검사함.
간격	ㄱㅏㄴㄱㅕㄱ	5. 어떤 일을 할 만한 기회나 일이 풀려나가는 정도.
간경	ㄱㅏㄴㄱㅕㅇ	=이마적.
간계	ㄱㅏㄴㄱㅕㅣ	
간곡	ㄱㅏㄴㄱㅗㄱ	=산골짜기.
간과	ㄱㅏㄴㄱㅗㅏ	'감람(橄欖)'을 달리 이르는 말. 남이 충고하는 말처럼, 처음에는 쓰고 떫으나 오래 씹을수록 달고 맛있는 과일이라는 뜻이다.
간국	ㄱㅏㄴㄱㅜㄱ	
간굴	ㄱㅏㄴㄱㅜㄹ	땅이나 바위 따위가 안으로 깊숙이 벌어져 들어간 곳.
